2005/06/20	128.17	490500
2005/06/27	127.45	488500
2005/07/04	130.95	503000
2005/07/11	133.88	533000
2005/07/18	136.78	549000
2005/07/25	140.55	555000
2005/08/01	143.96	569000
2005/08/08	140.49	551000
2005/08/16	144.3	572000
2005/08/22	144.4	563000
2005/08/29	137.42	540000
2005/09/05	144.06	561000
2005/09/12	150.13	589000
2005/09/20	154.69	593000
2005/09/26	156.39	597000
2005/10/04	160.43	602000
2005/10/10	157.82	593000
2005/10/17	150.85	563000
2005/10/24	152.27	567000
2005/10/31	148.84	552000
2005/11/07	156.75	600000
2005/11/14	162.02	626000
2005/11/21	163.1	621000
2005/11/28	165.52	601000
2005/12/05	168.23	622000
2005/12/12	171.35	618000
2005/12/19	171.91	608000
2005/12/26	176.27	654000
2006/01/02	178.29	659000
2006/01/09	180.3	688000
2006/01/16	182.39	706000
2006/01/23	168.04	685000
2006/01/31	180.65	740000
2006/02/06	173.66	706000
2006/02/13	170.61	678000
2006/02/20	174.28	683000
2006/02/27	178.1	691000
2006/03/06	173.86	658000
2006/03/13	172.82	632000
2006/03/20	174.26	638000
2006/03/27	172.44	624000
2006/04/03	178.89	646000
2006/04/10	181.31	642000
2006/04/17	184.3	648000
2006/04/24	185.41	673000
2006/05/02	186.17	649000
2006/05/08	188.79	655000
2006/05/15	183.08	650000
2006/05/22	173.6	624000
2006/05/29	172.64	622000
2006/06/05	168.83	613000
2006/06/12	160.05	572000
2006/06/19	161.79	564000
2006/06/26	160.18	582000
2006/07/03	167.33	605000
2006/07/10	168.27	606000
2006/07/18	159.69	582000
2006/07/24	163.93	588000
2006/07/31	168.51	608000
2006/08/07	167.61	606000
2006/08/14	168.19	605000
2006/08/21	171.96	657000
2006/08/28	172.64	643000
2006/09/04	176.32	656000
2006/09/11	173	633000
2006/09/18	178.28	673000
2006/09/25	176.03	650000
2006/10/02	178.46	665000
2006/10/09	171.78	642000
2006/10/16	176.51	650000
2006/10/23	177.36	625000
2006/10/30	175.99	609000
2006/11/06	178.41	605000
2006/11/13	180.93	639000
2006/11/20	181.6	652000
2006/11/27	184.27	642000
2006/12/04	184.31	641000
2006/12/11	179.5	604000
2006/12/18	185.38	610000
2006/12/26	185.62	606000
2007/01/02	185.7	625000
2007/01/08	177.08	582000
2007/01/15	179.82	612000
2007/01/22	176.83	591000
2007/01/29	176.41	578000
2007/02/05	183.73	586000
2007/02/12	182.8	572000
2007/02/20	188.12	600000
2007/02/26	190.12	583000
2007/03/05	177.69	563000
2007/03/12	186.36	602000
2007/03/19	186.31	587000
2007/03/26	187.19	584000
2007/04/02	188.56	566000
2007/04/09	193.85	584000
2007/04/16	197.1	593000
2007/04/23	198.62	570000
2007/04/30	198.55	574000
2007/05/07	203.57	587000
2007/05/14	206.28	574000
2007/05/21	208.74	552000
2007/05/28	211.88	548000
2007/06/04	221.9	572000
2007/06/11	218.39	578000
2007/06/18	228.8	589000
2007/06/25	223.4	588000
2007/07/02	224.75	565000
2007/07/09	239.68	643000
2007/07/16	247.91	650000
2007/07/23	252.28	658000
2007/07/30	241.39	610000
2007/08/06	233.92	584000
2007/08/13	233.88	613000
2007/08/20	219.72	590000
2007/08/27	228.65	577000
2007/09/03	238.72	576000
2007/09/10	232.44	563000
2007/09/17	236.72	545000
2007/09/27	247.1	558000
2007/10/01	249.3	573000
2007/10/08	255.87	551000
2007/10/15	257.68	542000
2007/10/22	239.94	522000
2007/10/29	260.4	545000
2007/11/05	253.91	528000
2007/11/12	243.89	532000
2007/11/19	239.78	541000
2007/11/26	236.01	563000
2007/12/03	241.61	566000
2007/12/10	244.25	614000
2007/12/17	234.33	560000
2007/12/24	245.14	578000
2008/01/02	235.3	544000
2008/01/07	231	519000
2008/01/14	222.81	525000
2008/01/21	213.6	564000
2008/01/28	206.52	539000
2008/02/04	216.23	612000
2008/02/11	208.92	584000
2008/02/18	215.46	577000
2008/02/25	217.07	581000
2008/03/03	211.73	549000
2008/03/10	206.29	554000
2008/03/17	199.68	550000
2008/03/24	211	599000
2008/03/31	217.65	623000
2008/04/07	227.79	650000
2008/04/14	224.54	678000
2008/04/21	231.11	674000
2008/04/28	234.97	716000
2008/05/06	239.53	745000
2008/05/13	237.02	735000
2008/05/19	242.67	728000
2008/05/26	230.43	679000
2008/06/02	236.78	726000
2008/06/09	231.35	686000
2008/06/16	224.91	691000
2008/06/23	218.51	658000
2008/06/30	213.52	625000
2008/07/07	202.34	614000
2008/07/14	199.12	567000
2008/07/21	200	599000
2008/07/28	203.97	560000
2008/08/04	197.56	565000
2008/08/11	202.42	585000
2008/08/18	200.97	579000
2008/08/25	192.99	560000
2008/09/01	182.13	506000
2008/09/08	189.97	543000
2008/09/16	179	525000
2008/09/22	189.16	558000
2008/09/29	188.1	544000
2008/10/06	175.03	517000
2008/10/13	167.91	524000
2008/10/20	157.51	521000
2008/10/27	125.93	438000
2008/11/03	148.81	516000
2008/11/10	150.84	474500
2008/11/17	140.57	450500
2008/11/24	126.02	440000
2008/12/01	138.33	476500
2008/12/08	144.89	464000
2008/12/15	151.43	472000
2008/12/22	153.98	486000
2008/12/29	145.72	454000
2009/01/05	153.83	476000
2009/01/12	151.01	489500
2009/01/19	150.02	475000
2009/01/28	151.04	488500
2009/02/02	149	473500
2009/02/09	157.7	527000
2009/02/16	152.66	504000
2009/02/23	142.78	485000
2009/03/02	132.47	462000
2009/03/09	140	515000
2009/03/16	147	523000
2009/03/23	156.42	549000
2009/03/30	156.23	567000
2009/04/06	168.62	594000
2009/04/13	171.69	583000
2009/04/20	172.3	592000
2009/04/27	172.13	585000
2009/05/04	179.69	582000
2009/05/11	181.35	563000
2009/05/18	177.26	556000
2009/05/25	178.57	545000
2009/06/01	180.9	558000
2009/06/08	177.67	575000
2009/06/15	180.66	579000
2009/06/22	179.02	575000
2009/06/29	178.81	598000
2009/07/06	184.5	634000
2009/07/13	178.15	620000
2009/07/20	192.25	690000
2009/07/27	198.07	699000
2009/08/03	203.81	715000
2009/08/10	204.77	710000
2009/08/17	200.52	713000
2009/08/24	210.6	783000
2009/08/31	207.44	771000
2009/09/07	209.73	773000
2009/09/14	213.42	764000
2009/09/21	221.85	798000
2009/09/28	219.66	796000
2009/10/05	210.38	747000
2009/10/12	214.23	749000
2009/10/19	216.19	751000
2009/10/26	217.45	753000
2009/11/02	204.25	718000
2009/11/09	207.29	724000
2009/11/16	209.9	733000
2009/11/23	213.72	759000
2009/11/30	204.75	720000
2009/12/07	215.55	771000
2009/12/14	219.51	779000
2009/12/21	216.2	771000
2009/12/28	222.03	787000
2010/01/04	223.49	809000
2010/01/11	222.23	797000
2010/01/18	224.38	843000
2010/01/25	219.33	842000
2010/02/01	210.76	777000
2010/02/08	203.37	748000
2010/02/16	209.73	756000
2010/02/22	213.28	773000
2010/03/02	211.44	770000
2010/03/08	217.73	786000
2010/03/15	215.49	768000
2010/03/22	218.52	801000
2010/03/29	221.6	818000
2010/04/05	227.48	870000
2010/04/12	224.59	830000
2010/04/19	223.65	827000
2010/04/26	229.64	834000
2010/05/03	225.1	829000
2010/05/10	219.1	803000
2010/05/17	215.36	784000
2010/05/24	210.27	758000
2010/05/31	214.34	776000
2010/06/07	214.38	787000
2010/06/14	221.43	807000
2010/06/21	227.69	830000
2010/06/28	225.55	796000
2010/07/05	217.47	767000
2010/07/12	225.86	802000
2010/07/19	225.32	795000
2010/07/26	230.87	818000
2010/08/02	232.22	810000
2010/08/09	233.14	802000
2010/08/16	226.51	782000
2010/08/23	230.2	790000
2010/08/30	229.63	776000
2010/09/06	232.77	780000
2010/09/13	236.34	770000
2010/09/20	238.29	780000
2010/09/27	241.38	755000
2010/10/04	243.99	780000
2010/10/11	245.44	753000
2010/10/18	242.64	751000
2010/10/25	248.16	771000
2010/11/01	247.41	747000
2010/11/08	251.73	778000
2010/11/15	249.22	808000
2010/11/22	254	848000
2010/11/29	248.92	836000
2010/12/06	257.32	890000
2010/12/13	263.31	930000
2010/12/20	267.42	932000
2010/12/27	267.35	922000
2011/01/03	273.81	958000
2011/01/10	273.99	917000
2011/01/17	277.05	949000
2011/01/24	274.5	971000
2011/01/31	273.12	981000
2011/02/07	274.9	972000
2011/02/14	266.02	953000
2011/02/21	264.55	948000
2011/02/28	256.36	923000
2011/03/07	261.44	906000
2011/03/14	260.69	900000
2011/03/21	264.89	890000
2011/03/28	272.13	916000
2011/04/04	280.01	945000
2011/04/11	280.49	894000
2011/04/18	282.14	867000
2011/04/25	292.69	889000
2011/05/02	295.35	932000
2011/05/09	282.59	891000
2011/05/16	277.22	901000
2011/05/23	271.19	873000
2011/05/30	276.32	884000
2011/06/07	276.97	887000
2011/06/13	269.79	853000
2011/06/20	264.39	800000
2011/06/27	271.44	835000
2011/07/04	281.67	878000
2011/07/11	282.46	865000
2011/07/18	276.71	813000
2011/07/25	279.66	847000
2011/08/01	282.36	870000
2011/08/08	242.45	760000
2011/08/16	242.23	750000
2011/08/22	219.15	691000
2011/08/29	235.78	733000
2011/09/05	228.89	731000
2011/09/14	225.15	753000
2011/09/19	235.32	808000
2011/09/26	214.18	775000
2011/10/04	221.93	828000
2011/10/11	234.8	881000
2011/10/17	243.49	890000
2011/10/24	248.21	941000
2011/10/31	249.88	968000
2011/11/07	250.78	993000
2011/11/14	248.27	996000
2011/11/21	236.64	950000
2011/11/28	236.59	978000
2011/12/05	252.22	1066000
2011/12/12	248.55	1084000
2011/12/19	231.74	1007000
2011/12/26	242.64	1066000
2012/01/02	238.7	1080000
2012/01/09	238.02	1016000
2012/01/16	243.1	1030000
2012/01/25	257.14	1114000
2012/01/30	255.21	1115000
2012/02/06	258.93	1074000
2012/02/13	262.75	1083000
2012/02/20	265.95	1175000
2012/02/27	261.3	1171000
2012/03/05	264.75	1174000
2012/03/12	263.74	1210000
2012/03/19	270.27	1260000
2012/03/26	267.41	1275000
2012/04/02	268.99	1299000
2012/04/09	265.88	1317000
2012/04/16	264.49	1259000
2012/04/23	261.66	1279000
2012/04/30	264.35	1390000
2012/05/07	259.73	1342000
2012/05/14	254.11	1314000
2012/05/21	238.62	1209000
2012/05/29	245.26	1238000
2012/06/04	236.3	1196000
2012/06/11	248.3	1268000
2012/06/18	251.37	1243000
2012/06/25	240.75	1132000
2012/07/02	244.46	1174000
2012/07/09	241.73	1126000
2012/07/16	239.39	1152000
2012/07/23	235.75	1162000
2012/07/30	244.58	1275000
2012/08/06	250.36	1298000
2012/08/13	256.65	1325000
2012/08/20	258.03	1283000
2012/08/27	252.77	1180000
2012/09/03	251.23	1218000
2012/09/10	253.38	1250000
2012/09/17	263.97	1315000
2012/09/24	263.56	1327000
2012/10/02	262.48	1369000
2012/10/08	260.11	1373000
2012/10/15	251.44	1300000
2012/10/22	254.22	1315000
2012/10/29	247.66	1299000
2012/11/05	249.5	1341000
2012/11/12	248.18	1345000
2012/11/19	245.82	1332000
2012/11/26	250.73	1404000
2012/12/03	255.57	1430000
2012/12/10	259.03	1491000
2012/12/17	262.76	1503000
2012/12/24	262.11	1474000
2013/01/02	269.16	1576000
2013/01/07	265.97	1520000
2013/01/14	264.8	1552000
2013/01/21	261.3	1454000
2013/01/28	254.66	1372000
2013/02/04	256.89	1437000
2013/02/12	256.65	1468000
2013/02/18	261.63	1490000
2013/02/25	266.01	1530000
2013/03/04	266.14	1539000
2013/03/11	264.15	1508000
2013/03/18	258.3	1445000
2013/03/25	259.58	1495000
2013/04/01	262.27	1512000
2013/04/08	252.39	1520000
2013/04/15	251.51	1523000
2013/04/22	251.46	1503000
2013/04/29	252.25	1481000
2013/05/06	255.2	1514000
2013/05/13	253.29	1477000
2013/05/20	258.6	1497000
2013/05/27	258.19	1489000
2013/06/03	260.29	1532000
2013/06/10	252.2	1425000
2013/06/17	244.77	1366000
2013/06/24	233.47	1313000
2013/07/01	241.05	1326000
2013/07/08	235.12	1226000
2013/07/15	243.43	1313000
2013/07/22	243.18	1273000
2013/07/29	246.53	1283000
2013/08/05	248.25	1274000
2013/08/12	243.78	1232000
2013/08/19	248.89	1286000
2013/08/26	245.71	1300000
2013/09/02	251.13	1351000
2013/09/09	258.12	1373000
2013/09/16	263.86	1425000
2013/09/23	263.02	1360000
2013/09/30	260.91	1367000
2013/10/07	261.85	1436000
2013/10/14	265.81	1438000
2013/10/21	271.22	1464000
2013/10/28	269.74	1482000
2013/11/04	266.59	1499000
2013/11/11	260.15	1428000
2013/11/18	265.03	1474000
2013/11/25	265.21	1465000
2013/12/02	267.58	1467000
2013/12/09	263.7	1454000
2013/12/16	257.9	1400000
2013/12/23	263.24	1433000
2013/12/30	264.24	1372000
2014/01/06	255.41	1307000
2014/01/13	254.08	1295000
2014/01/20	254.81	1316000
2014/01/27	248.95	1292000
2014/02/03	250.01	1272000
2014/02/10	250.47	1277000
2014/02/17	253.64	1285000
2014/02/24	254.01	1328000
2014/03/03	256.29	1325000
2014/03/10	254.48	1320000
2014/03/17	250.15	1266000
2014/03/24	252.31	1273000
2014/03/31	258.11	1343000
2014/04/07	259.89	1397000
2014/04/14	260.51	1370000
2014/04/21	260.9	1380000
2014/04/28	256.8	1388000
2014/05/07	252.35	1344000
2014/05/12	255.8	1388000
2014/05/19	263.42	1448000
2014/05/26	262.33	1422000
2014/06/02	261.4	1455000
2014/06/09	259.68	1409000
2014/06/16	259.43	1374000
2014/06/23	256.77	1322000
2014/06/30	260.56	1322000
2014/07/07	259.95	1292000
2014/07/14	257.27	1286000
2014/07/21	261.51	1353000
2014/07/28	265.53	1358000
2014/08/04	269.65	1317000
2014/08/11	263.32	1270000
2014/08/18	264.24	1250000
2014/08/25	264.46	1228000
2014/09/01	265.27	1226000
2014/09/11	259.8	1192000
2014/09/15	260.56	1200000
2014/09/22	260.15	1188000
2014/09/29	257.95	1195000
2014/10/06	249.19	1151000
2014/10/13	244.18	1108000
2014/10/20	243.9	1106000
2014/10/27	243.89	1095000
2014/11/03	248.69	1235000
2014/11/10	250.64	1268000
2014/11/17	248.3	1205000
2014/11/24	252.34	1220000
2014/12/01	251.59	1295000
2014/12/08	253.71	1319000
2014/12/15	246.27	1273000
2014/12/22	249.7	1345000
2014/12/29	246.3	1329000
